সাইকেলে,cyclea,,,
মান্নাদার,mannader,,,
আদি,adi,,,
মোহনবাগানের,mohonbaganer,,,
উৎসাহী,utsahi,,,
ভাইকে,vaike,,,
প্রামাণিক,promanik,,,
রিসার্চ,resarch,,,
সুজন,sujon,,,
নাটকে,natoke,,,
প্রতিবেশীরা,protibeshira,,,
বেরনোর,beronor,,,
সর্বানন্দ,sorbanondo,,,
উত্তরের,uttorer,,,
খাইয়ে,khaie,,,
দেখিয়েছে,dekhiyese,,,
শয্যা,sojja,,,
ইউপিএ,upa,,,
মামলাটি,mamlati,,,
শতাব্দী,sotabdi,,,
জানুয়ারির,januarir,,,
শনাক্ত,sonakto,,,
খাতুন,khatun,,,
চললেও,cholleo,,,
যাত্রীর,jatrir,,,
অক্টোবরে,octobore,,,
আকর্ষণীয়,akorshonio,,,
আবহাওয়ার,abohaoar,,,
গ্রামেরই,grameroi,,,
ঢাকায়,dhakar,,,
কাচ,kach,,,
মালিকেরা,maklikera,,,
জগতে,jogote,,,
মিলেছিল,milese,,,
নিরঞ্জন,nironjon,,,
ক্রিকেটারদের,kriketerder,,,
মহকুমায়,mohokumae,,,
মন্দ,mondo,,,
অদূরে,odure,,,
অধিবেশনে,odhibeshone,,,
সম্মতি,sommoti,,,
অবদান,obodan,,,
থাকতেই,thaktei,,,
পরিচিতি,porichiti,,,
চাবি,chabi,,,
ত্রিপুরা,tripura,,,
জ্বালানি,jalani,,,
দিকেও,dikeo,,,
সল্টলেক,saltlake,,,
গ্রেফতারি,greftari,,,
রেগে,rege,,,
গার্লস,girls,,,
রেখা,rekha,,,
পরিবেশে,poribesh,,,
মাসিক,masik,,,
টাউনের,towner,,,
কংক্রিটের,konkriter,,,
ডাকঘর,dakghor,,,
রেস্তোরাঁ,restora,,,
দিনটা,dinta,,,
মোটেও,moteo,,,
সংঘর্ষের,songhorsher,,,
উস্কে,uske,,,
সোনালি,sonali,,,
নিয়মের,niomer,,,
রোল,rol,,,
আইআইটি,aiaiti,,,
মহড়া,mohora,,,
প্রজন্ম,projonmo,,,
শরিফ,sorif,,,
ডিএসপি,dsp,,,
কমিউনিস্ট,comunist,,,
পুণের,puner,,,
লোঢা,lota,,,
সটান,sotan,,,
মন্ত্রীদের,montrider,,,
পরিষদে,porisoder,,,
পুরপ্রধানের,purprodhaner,,,
তমলুকের,tomluker,,,
খেতাব,khetab,,,
দেহে,dehe,,,
লেনের,lener,,,
পক্ষেই,pokkhei,,,
গড়িয়ে,goriye,,,
নগর,nogor,,,
পুনর্বাসন,punorbason,,,
সাউ,sau,,,
বাড়তি,barti,,,
জালে,jale,,,
দৈনন্দিন,doinondin,,,
অভিনয়ের,ovinoye,,,
খামতি,khamti,,,
জেএমবি,jmb,,,
প্রধানমন্ত্রীকে,prodhanmontrike,,,
মূর্তির,murtir,,,
ফেলেছিলেন,felesilen,,,
বন্ড,bond,,,
সংখ্যার,sonkhar,,,
রেজিস্ট্রার,register,,,
রাও,rao,,,
একমত,ekmot,,,
জীবাণু,jibanu,,,
আত্মীয়দের,attoder,,,
দুরন্ত,duronto,,,
ঊর্ধ্বতন,urdhotono,,,
জগন্নাথ,jogonnath,,,
পরিত্যক্ত,porittakto,,,
সরকারও,sarkarou,,,
ত্রিপুরার,tripurar,,,
তুই,tui,,,
কোনটা,konta,,,
জার্মানির,germanir,,,
আমলা,amole,,,
অভিজ্ঞ,oviggo,,,
হাইস্কুলে,hiskule,,,
শত্রু,sotru,,,
প্রাণের,praner,,,
সুদীপ্ত,sudipto,,,
বসাতে,bosate,,,
আজই,ajoi,,,
আপন,apon,,,
কিমি,kimi,,,
বিকল,bikol,,,
ময়নাতদন্তের,moynatodonto,,,
প্রতিষ্ঠানে,protisthane,,,
সায়েন্স,sayens,,,
চাঁদ,chad,,,
নাচের,nacher,,,
লড়াইটা,loraita,,,
গণনা,gonona,,,
ঠিকা,tika,,,
কাটোয়ার,koyektar,,,
গঙ্গোপাধ্যায়ের,gongopaddhae,,,
কালি,kali,,,
প্রতিদিনই,protidinoi,,,
আশ্রম,ashrom,,,
জিতল,jitlo,,,
প্রতিটা,protita,,,
নড়েচড়ে,norechore,,,
প্রতিবাদের,protibader,,,
মানিয়ে,manie,,,
জনসংযোগ,jonosonjog,,,
ধরেছেন,dhoresen,,,
ভারসাম্য,varsammo,,,
ইউনিটের,uniter,,,
গুলিবিদ্ধ,gulibiddho,,,
পুরুষের,purusher,,,
অসুস্থতার,osusthotar,,,
বাজে,baje,,,
আমের,amer,,,
দাওয়া,daoa,,,
অধীন,odhin,,,
খাঁ,kha,,,
দাদু,dadu,,,
এসএমএস,sms,,,
স্বরূপ,sorup,,,
লা,la,,,
পুরুলিয়ায়,puruliar,,,
করুণ,korun,,,
রূপে,rupe,,,
হস্তক্ষেপে,hostokkhepe,,,
ট্রেনটি,trainti,,,
ডাকাতি,dakati,,,
স্বল্প,solpo,,,
ডাক্তারের,daktarer,,,
প্রান্তিক,prantik,,,
কেঁদে,kede,,,
টানার,tanar,,,
টেবিলে,tabile,,,
মুখ্যসচিব,mukkhosojib,,,
পাঠক,pathok,,,
সূর্যের,surjer,,,
কোপ,kop,,,
খেলেন,khelen,,,
বিচারপতির,bicharpoti,,,
কেনাকাটা,kenakata,,,
ভাঁজ,vaj,,,
মৃতদের,mritoder,,,
বেড়াচ্ছে,berasse,,,
ধারের,dharer,,,
ক্যামেরায়,camerae,,,
কাটছে,katse,,,
খেত,khet,,,
পরিপ্রেক্ষিতে,poriprekkhite,,,
চাহিদার,chahidar,,,
নাথ,nath,,,
মাঝপথে,majhpothe,,,
দেহের,deher,,,
টাইম,time,,,
প্রযোজক,projojok,,,
সমেত,somet,,,
মেট্রোর,metror,,,
কিনারা,kinara,,,
কেকেআর,kkr,,,
মাধ্যমিকে,maddhomike,,,
ক্রেডিট,credit,,,
সমীক্ষার,somikkhar,,,
ট্র্যাফিক,trafik,,,
ঘাস,ghas,,,
মিস্ত্রি,mistri,,,
মিউজিক,music,,,
আক্রমণাত্মক,akromonattok,,,
আবাসনে,abasone,,,
মাধ্যমেই,maddhomei,,,
বিনামূল্যে,binamulle,,,
কাটানোর,katanor,,,
জানাননি,jajanni,,,
হাওড়া,haora,,,
দক্ষতা,dokkhota,,,
বিচারকের,bicharokke,,,
স্টিং,sting,,,
অগস্টে,ogoste,,,
রেডিও,radio,,,
নেতাজির,netajir,,,
দার্জিলিঙের,derjilinger,,,
বাঁচানো,bachano,,,
হারিয়েছেন,hariyesilen,,,
ধৃতকে,dhritoke,,,
যাদবের,jadober,,,
খেয়েছে,kheyese,,,
মুদ্রা,mudra,,,
চাষির,chasir,,,
বর্ধমানে,bordhomane,,,
বানাতে,banate,,,
স্তর,stor,,,
সেবা,seba,,,
বোমার,bomar,,,
কাটেনি,kateni,,,
নন্দীগ্রাম,nondigram,,,
চ্যানেল,chanel,,,
ইংরেজবাজার,engrejbajar,,,
প্রাঙ্গণে,prangone,,,
ফরেন্সিক,forensik,,,
ধোঁয়াশা,dhoyasha,,,
সেচের,secher,,,
তাঁকেই,takei,,,
অসিত,osit,,,
প্রয়োজনের,proyojoner,,,
ঘোরাফেরা,ghorafera,,,
বাজির,bajir,,,
ঝুলিতে,jhulite,,,
জোটে,jot,,,
দুদলের,dudoler,,,
হাঁটা,hata,,,
রাকেশ,rakesh,,,
ফেরে,fere,,,
ঘুমের,ghumer,,,
চেন্নাইয়ের,chennaiyer,,,
বোঝানোর,bojhanor,,,
সানিয়া,sania,,,
গেছেন,gesen,,,
টোটোর,toter,,,
আলিপুরদুয়ারের,alipurduarer,,,
সহযোগিতায়,sohojogitar,,,
আইনশৃঙ্খলা,ainsrinkhola,,,
অনায়াসে,onayase,,,
আরব,arob,,,
জার্মানি,germani,,,
ইসলামের,islamer,,,
হা,ha,,,
বিক্ষোভকারীদের,bikkhovider,,,
স্মারক,sarok,,,
আবাস,abas,,,
লোকসভার,loksovar,,,
তহবিলের,tohobiler,,,
আঘাতে,aghate,,,
জিতলে,jitle,,,
সিগন্যাল,signal,,,
ছাত্ররা,satrora,,,
রোজকার,rojkar,,,
পেসার,pesar,,,
দামও,damou,,,
পার্বত্য,perbotro,,,
নিতেই,nittei,,,
নাকাল,nakal,,,
জেরবার,jerbar,,,
সমাবেশে,somabesh,,,
স্ট্রাইকার,striker,,,
তুলেছিল,tulesilo,,,
আশঙ্কার,ashonkar,,,
শুনলে,shunle,,,
প্রক্রিয়ায়,prokriae,,,
কাউকেই,kaukei,,,
সত্তর,sottor,,,
ডাকঘরে,dakghor,,,
ব্র্যান্ড,brand,,,
পাড়ায়,parae,,,
মৌখিক,moukhik,,,
বসছে,bosce,,,
সুবিধার,subidhar,,,
শিরোনামে,shironame,,,
পকেট,poket,,,
জনপ্রিয়তা,jonopriota,,,
ঢাক,dhak,,,
স্ট্যান্ড,stand,,,
কালনার,kalnar,,,
ইসলামপুর,islampur,,,
বারান্দায়,barandae,,,
বিনিয়োগের,binioger,,,
বর্ষীয়ান,borshian,,,
নির্মীয়মাণ,nirmioman,,,
খেলেছে,khelese,,,
তাপবিদ্যুৎ,tapbiddut,,,
তেমনি,temoni,,,
ছেলেমেয়েরা,selemeyara,,,
আলোচনা,alochona,,,
বইমেলা,boimela,,,
সঙ্কটে,songkote,,,
শিক্ষিত,shikkhito,,,
কফি,kofi,,,
দৌলতে,doulote,,,
পেতেন,peten,,,
পুলিশকর্মীরা,pukiskormira,,,
শিল্পাঞ্চলের,shilpancholer,,,
ভালবাসার,valobasar,,,
বিনয়,binoy,,,
অনুপ,onup,,,
সমুদ্রে,somuderre,,,
দিনেও,dineo,,,
সেন্টারের,centerer,,,
মুকেশ,mukhesh,,,
ভাবনার,vabnar,,,
শর্ট,short,,,
আনোয়ার,anoar,,,
উপত্যকার,upottokar,,,
গোয়া,goya,,,
ক্ষেপণাস্ত্র,kheponastro,,,
ছিনতাইয়ের,sinatier,,,
লোককে,lokke,,,
অনেককে,onekke,,,
সেলের,seler,,,
নাগরিকত্ব,nagorikotto,,,
দাঁড়াবে,darabe,,,
দুপক্ষই,dupokkhoi,,,
পঙ্কজ,ponkoj,,,
সমিতিতে,somitite,,,
জুড়েই,jurei,,,
কাছাড়,kasar,,,
বিনিময়,binimoye,,,
আনাগোনা,anagona,,,
জমজমাট,jomjomat,,,
সমঝোতা,somojhota,,,
সংক্ষিপ্ত,sonkhipto,,,
নিজ,nij,,,
দর্শকের,dorshoker,,,
সারিতে,sarite,,,
ফুড,food,,,
শোভন,shovon,,,
দুজনেরই,dujoneroi,,,
জেরার,jerar,,,
রা,raa,,,
ধৃতেরা,dhritera,,,
এআইইউডিএফ,aiudf,,,
ইদের,eder,,,
সিস্টেম,system,,,
সর্বাধিক,sorbadhik,,,
সুশীল,sushil,,,
বিপরীত,biporit,,,
বছরখানেক,bosorkhanek,,,
দরিদ্র,doridro,,,
কোটির,kotir,,,
সেটে,sete,,,
ওয়েবসাইট,website,,,
সাথে,sathe,,,
অগ্রবাল,ogrobal,,,
একসময়,eksomoy,,,
শ্রীলঙ্কার,srilonkar,,,
সত্যতা,sottota,,,
সদস্যকে,sodossoke,,,
অঞ্জন,onjn,,,
দশটি,doshti,,,
সমুদ্রের,somudrer,,,
উভয়,uvoy,,,
শান্তিনিকেতন,shantiniketon,,,
পড়লেও,porleo,,,
বিবরণ,bibiron,,,
লিয়েন্ডার,liyendar,,,
ফিটনেস,fitnes,,,
মোদী,modi,,,
নামক,namok,,,
বো,bo,,,
সুমিত,sumit,,,
শিনা,shina,,,
তোমরা,tomra,,,
নিগ্রহের,nigroher,,,
বলত,bolte,,,
ঘি,ghi,,,
গভর্নর,governor,,,
ঝলক,jholoke,,,
ভিআইপি,vip,,,
শাহরুখের,shahrukher,,,
সবিস্তার,sobistar,,,
ব্যানার,banner,,,
ব্যর্থতা,berthota,,,
ম্যাজিক,magic,,,
কৌঁসুলি,kousuli,,,
হোয়াইট,hoait,,,
বিদেশমন্ত্রী,bideshmontri,,,
রেওয়াজ,reoaj,,,
নেমেছিলেন,nemesilen,,,
স্ট্রাইক,strike,,,
সামন্ত,samonto,,,
কর্পোরেট,korporate,,,
বিক্ষোভে,bikkhov,,,
শুরুটা,shuruta,,,
পবিত্র,pobitro,,,
নাও,nao,,,
সুন্দরবন,sundarban,,,
চলুন,cholun,,,
শ্বশুর,soshur,,,
সীমিত,simito,,,
ইজ,ij,,,
আয়োজনে,ayojone,,,
পাহারা,pahara,,,
ভোরের,vorer,,,
মাইল,mile,,,
গোপনে,gopone,,,
পুরভোটে,purvote,,,
দরপত্র,dorpotro,,,
মোটরবাইকের,motorbike,,,
লোকসান,loksan,,,
গুজব,gujob,,,
সংগঠনগুলির,songothongulir,,,
বাকিটা,bakita,,,
পাথরের,pathorer,,,
মালপত্র,malpotro,,,
শার্ট,shirt,,,
সুজয়,sujoy,,,
রোগীরা,rogira,,,
কায়দায়,kaydae,,,
বাটা,bata,,,
সোমবার,sombar,,,
প্রকৃতি,prokriti,,,
সংগ্রহের,songroher,,,
রেস্তোরাঁয়,restorae,,,
হলদিয়ার,holdiyar,,,
কষে,koshe,,,
পাড়,paar,,,
সৈকত,soikot,,,
বেকার,bekar,,,
উপকরণ,upokoron,,,
ভাবছি,vabci,,,
ঘাটের,ghater,,,
বাইশ,baish,,,
আঘাতের,aghater,,,
গীতা,gita,,,
চরমে,chorome,,,
মরে,mora,,,
নামবেন,namben,,,
এনএসজি,nsg,,,
ব্ল্যাক,blak,,,
ফসলের,fosoler,,,
দুটোই,dutoi,,,
লন্ডনের,londoner,,,
মাহাতোর,mahator,,,
টিনের,tiner,,,
সিপি,cp,,,
হলফনামা,holofnama,,,
দেখল,dekhlo,,,
শিখতে,sikhte,,,
মর্মে,morme,,,
আশেপাশে,ashepashe,,,
তোমাকে,tomake,,,
সিমেন্ট,cement,,,
জিটিএ,gta,,,
কাগজের,kagojer,,,
ওড়িশা,orisa,,,
প্রসূতি,prosuti,,,
স্বাস্থ্যকেন্দ্রের,sasthokndrer,,,
পোশাকে,poshak,,,
সিঙ্গুরে,singure,,,
তাক,tak,,,
রমেশ,romesh,,,
বিপণন,bipoon,,,
বিতরণ,bitoron,,,
টেবল,tabol,,,
সুন্দরবনের,sundarbane,,,
জানুয়ারিতে,januarite,,,
স্ট্রিটে,srtrite,,,
তুলল,tullo,,,
রুটি,ruti,,,
তোর,tor,,,
মধু,modhu,,,
খাবে,khabe,,,
সরল,sorol,,,
দেখভালের,dekhval,,,
চেয়ারে,chair,,,
বাড়ায়,barae,,,
নির্ধারণ,nirdharon,,,
সাগরের,sagorer,,,
কার্ডে,carde,,,
বেঁধেছে,bedhese,,,
কবলে,kobole,,,
শব্দের,shobder,,,
পজিটিভ,positive,,,
নামল,namlo,,,
প্রসব,prosob,,,
ম্যাঞ্চেস্টার,manchestar,,,
শুনেছেন,shunesen,,,
জনসভা,jonosova,,,
চরিত্রের,choritreer,,,
দৃষ্টান্ত,dristanto,,,
হাওয়ার,haoar,,,
মুখেই,mukhei,,,
মিটবে,mitbe,,,
ঝগড়া,jhogra,,,
অনির্বাণ,onirban,,,
ধুলো,dhulo,,,
স্প্যানিশ,spanis,,,
ত্যাগ,tag,,,
জঙ্গিপুর,jongipur,,,
বাক্স,bakso,,,
ঠেক,thek,,,
স্বাস্থ্যের,sashther,,,
দেশগুলির,deshgulir,,,
অ্যাকাডেমির,academir,,,
ইসলামিক,islamik,,,
পূর্ণাঙ্গ,purnango,,,
তথ্যের,totther,,,
মাইকে,maike,,,
পাগল,pagol,,,
গোলাপি,golapi,,,
প্রত্যেকের,protteker,,,
পরীক্ষার্থীদের,porikkharthider,,,
শহরবাসীর,sohorbasir,,,
হাউসে,housa,,,
অনিশ্চিত,onischit,,,
প্রাণী,prani,,,
বাগ,bug,,,
সাগরে,sagorer,,,
রায়না,raena,,,
রাতেও,rateo,,,
রাখতেই,rakhtei,,,
সাম্প্রদায়িক,samprodaik,,,
শাহের,saher,,,
অবস্থাতেই,obosthatei,,,
কেন্দ্রকে,kendroke,,,
সিরিয়ার,sinior,,,
অ্যাসিস্ট্যান্ট,asistant,,,
কোণঠাসা,konthasa,,,
প্রদান,prodan,,,
বিভ্রান্তি,bivranti,,,
হারান,haran,,,
পেয়েও,peyeo,,,
জঙ্গির,jongir,,,
বিপক্ষের,bipokkher,,,
ঘটিয়ে,ghotiye,,,
ছন্দে,sonde,,,
জয়পুর,joypur,,,
পড়তেই,portei,,,
বারোটা,barota,,,
ষড়যন্ত্র,sorojontro,,,
মাংসের,mangser,,,
ফেরানো,ferano,,,
টালিগঞ্জ,taligonj,,,
সবথেকে,sobtheke,,,
কিংবদন্তি,kingbodonti,,,
বাউরি,bauri,,,
আমিই,amie,,,
সাক্ষ্য,sakkho,,,
বৃদ্ধার,briddhar,,,
তিস্তা,tista,,,
মল,mol,,,
অভিযুক্তেরা,ovijuktera,,,
হস্টেল,hostel,,,
ঘেঁষে,ghese,,,
মৌলিক,noulik,,,
উৎসাহিত,utsahito,,,
বাসুদেব,basudeb,,,
চোটের,choter,,,
রিপোর্টের,reporter,,,
সেমিফাইনাল,semifinal,,,
মন্তব্যে,montobbe,,,
যাও,jao,,,
জনগণের,jonogoner,,,
চেনেন,chenen,,,
বসেছেন,bosesen,,,
আজাদ,ajad,,,
ঘণ্টাখানেক,ghontakhanek,,,
তৃণমূলেরই,trinomulei,,,
ব্রাত্য,bratto,,,
আস্ত,asto,,,
খালের,khaler,,,
পড়বেন,porben,,,
শান্তিপুর,shantipr,,,
ভাবিনি,vabini,,,
জয়দেব,joydeb,,,
টিকিটে,tikite,,,
কমিশনকে,komishonke,,,
অগত্যা,ogotta,,,
অতীতের,otiter,,,
বিস্মিত,bissito,,,
পালনের,paloner,,,
অন্দরের,ondorer,,,
সমাধানে,somadhane,,,
সংগ্রাম,songram,,,
বাড়িয়েছে,bariyese,,,
লিড,lead,,,
কল্পনা,kolpona,,,
কর্মকর্তা,kormokorta,,,
জঙ্গলমহল,jongolmohol,,,
প্রতারণার,protarona,,,
নারীর,narir,,,
হুমকির,humkir,,,
তোলপাড়,tolpar,,,
ভবানীপুর,vobanipur,,,
সেবক,sebok,,,
রুটিন,rutin,,,
গ্রেফতারও,greftareo,,,
রাউন্ডে,rounde,,,
পার্থক্য,parthokke,,,
জায়গাটা,jaegata,,,
শ্যাম,sham,,,
ভুলতে,vulte,,,
গুরুঙ্গ,gurungo,,,
এমনও,emonou,,,
কেটেছে,ketese,,,
একান্ত,ekanto,,,
খুঁটিনাটি,khutinati,,,
কোর্স,kors,,,
কপি,kopi,,,
খসড়া,khosra,,,
কাকদ্বীপ,kakdip,,,
প্রদেশের,prodesher,,,
পূর্বে,purbe,,,
বসন্ত,bosonto,,,
সিলিন্ডার,cilinder,,,
ভাষণ,vason,,,
পরিবর্তিত,poribortito,,,
রানা,rana,,,
চাঁচল,chachol,,,
মন্ত্রীকে,montrike,,,
ওয়েলফেয়ার,oelfare,,,
সেপ্টেম্বরের,septemborer,,,
গেয়ে,geye,,,
ফেল,fel,,,
কোচ,koc,,,
হেড,hed,,,
কুচি,kuchi,,,
নেশার,neshar,,,
তত্ত্বাবধানে,tottabodhan,,,
অনুসরণ,onusoron,,,
মেসেজ,mesej,,,
ভাইরাস,virus,,,
দ্বিপাক্ষিক,dipakkhik,,,
এলাম,elam,,,
দুজনকেই,dujonkei,,,
তাদেরই,taderoi,,,
লন্ডনে,londone,,,
তাহাতে,tahate,,,
প্রসূন,prosun,,,
গোষ্ঠীদ্বন্দ্বের,gosthidonder,,,
হাবরা,habra,,,
সল্টলেকে,saltleke,,,
পড়ল,porlo,,,
টানাপড়েন,tanaporen,,,
বিপর্যয়ের,biporjoyer,,,
হস্টেলে,hostele,,,
জানালেও,janaleo,,,
কান্না,kanna,,,
সিদ্ধান্তকে,siddhantoke,,,
জিজ্ঞাসাবাদের,jiggasabader,,,
বিলির,bilir,,,
বিশ্বকর্মা,bissokorma,,,
গ্রহণের,grohoner,,,
উপন্যাস,uponnas,,,
বেঙ্গালুরুতে,bengalurute,,,
কেয়ার,care,,,
আবহে,abohe,,,
সন্তানকে,sontanke,,,
রেফারি,refery,,,
পঁচিশ,poschim,,,
অবিশ্বাস্য,obissasso,,,
হার্ট,hert,,,
নায়িকার,naikader,,,
সাংসদদের,sangsodder,,,
আশীর্বাদ,asirbad,,,
চেম্বার,chember,,,
প্যাকেজ,package,,,
জয়া,joya,,,
সাঁতার,satar,,,
সাপের,saper,,,
চূড়ান্ত,churanto,,,
ব্যস,bas,,,
ভারতীয়দের,varotioder,,,
বাঁধের,badher,,,
সুন্দরী,sundori,,,
ছাত্রীরা,satrira,,,
স্বপনবাবু,soponbabu,,,
হেলিকপ্টার,helicupter,,,
গর্ব,gorbo,,,
আসছি,asci,,,
পারছিলেন,parcilen,,,
মার্চের,marcher,,,
বইতে,boite,,,
তামিলনাড়ুর,tamilnarur,,,
অনড়,onor,,,
ধর্মনিরপেক্ষ,dhormoniropekkho,,,
বেরিয়েছিলেন,beriyecilen,,,
খড়্গপুরের,khorogpurer,,,
প্রান্তের,pranter,,,
লেক,lek,,,
উদ্বোধনের,udbodhoner,,,
অগ্নি,ogni,,,
বুকের,buker,,,
চাওয়ার,chaoar,,,
পদক্ষেপের,podokkheper,,,
ভেঙেছে,vengese,,,
টপ,top,,,
স্কোর,skor,,,
ফেলবে,felbe,,,
একদিকে,ekdike,,,
কিলোগ্রাম,kilogram,,,
সিট,sit,,,
পুঁজি,puji,,,
পুল,pul,,,
শিশির,sishir,,,
গর্বিত,gorbito,,,
পতন,poton,,,
কমার,koamr,,,
লাগান,lagan,,,
বক্তৃতায়,boktritae,,,
থিমের,thimer,,,
দক্ষিণবঙ্গের,dokkhinbonger,,,
কজন,kojon,,,
ভালবাসেন,valobasen,,,
পড়াশোনা,porashona,,,
মালবাজার,malbajar,,,
কর্তব্য,kortobbo,,,
কেরিয়ারের,keriarer,,,
দেড়শো,dersho,,,
হাঁসদা,hasda,,,
শুভাশিস,shuvasis,,,
সন্ধানে,sondhane,,,
পরিচ্ছন্ন,poricchonno,,,
প্রতিকার,protikar,,,
বিজয়া,bijoya,,,
নোবেল,nobel,,,
কোণে,kone,,,
বাদল,badol,,,
রক্ষণাবেক্ষণের,rokkhonabekkhoner,,,
ছাউনি,sauni,,,
চিকিৎসককে,chikitsokder,,,
কাশীপুর,kashipur,,,
বিয়েতে,biyete,,,
লো,lo,,,
বারাক,barak,,,
পরদিন,pordin,,,
অক্ষয়,okkhoy,,,
সিংহভাগ,singhovag,,,
সমৃদ্ধ,somriddho,,,
থেকেছে,thekese,,,
তালে,tale,,,
ঘোষণা,ghosona,,,
যন্ত্রাংশ,jontranso,,,
খুঁটি,khuti,,,
মাসুল,masul,,,
যুগের,juger,,,
রাখল,rakhlo,,,
তখনকার,tokhonkar,,,
প্যারিসে,parise,,,
আখতার,akhtar,,,
স্তব্ধ,stobdho,,,
হেতু,hetu,,,
এশিয়ান,asian,,,
ফিরবে,firbe,,,
হেমন্ত,hemonto,,,
পরিমল,porimol,,,
সুপ্রিয়,suprio,,,
চড়,chor,,,
কামরার,kamrar,,,
যন্ত্রের,jontrer,,,
পেছনে,pesone,,,
পশু,poshu,,,
এলাকাবাসী,elakabasi,,,
হরিয়ানার,horianar,,,
রক্তদান,roktodan,,,
সেন্টারে,centere,,,
ঘটক,ghotok,,,
ফোঁটা,fota,,,
শনি,shoni,,,
আক্রান্তের,akranter,,,
শয়ে,shoye,,,
শতাংশে,shotangsho,,,
মাধ্যমিকের,maddhomiker,,,
সিঁড়ি,siri,,,
নগদের,nogoder,,,
ইনিংসের,inningser,,,
আড়াই,arai,,,
যন্ত্রপাতি,jontropati,,,
গৃহবধূ,grihobodhu,,,
শীর্ষক,sirshok,,,
কর্তারাও,kortarao,,,
সেটির,setir,,,
চেয়ারম্যানের,chairmaner,,,
আশি,ashi,,,
যখনই,jokhonoi,,,
সংঘাত,songhat,,,
আত্মবিশ্বাসী,attobissasi,,,
ফেলেছিল,felesilo,,,
পাম্পের,pamper,,,
উৎপাদনের,utpadoner,,,
পরিণতি,porinoti,,,
ফাঁকি,faki,,,
ব্যবসায়ীকে,babosaike,,,
ওজনের,ojoner,,,
হানায়,hanae,,,
ভোটে,vota,,,
সংবাদমাধ্যম,songbadmaddhom,,,
পিচে,piche,,,
বাপি,bapi,,,
কোর,kor,,,
ওপেনার,opener,,,
ঝুলছে,jhulse,,,
ফোর্স,force,,,
দই,doi,,,
ডাক্তারি,daktari,,,
ম্যাচেই,machei,,,
ডিমা,dima,,,
কাউন্সিলের,councilor,,,
বিচিত্র,bichitro,,,
গুলাম,gulam,,,
বহিরাগতদের,bohiragotoder,,,
গদাধর,godadhor,,,
ঢুকেছে,dhukese,,,
ঠাসা,thasa,,,
সমরেশ,somores,,,
হাড়,har,,,
অবাধে,obadhe,,,
করিমপুর,korimpur,,,
জগতের,jogoter,,,
হাবাসের,habaser,,,
সেভ,sev,,,
ছড়ানো,sorano,,,
উপকার,upokar,,,
বোর্ডে,borde,,,
ওয়াকিবহাল,oakibohal,,,
পেজ,pej,,,
পারাপার,parapar,,,
ডাবলস,dablos,,,
হাকিম,hakim,,,
বন্যার,bonnar,,,
কোরিয়ার,koriar,,,
পরতে,porte,,,
সেদিন,sedin,,,
চুপচাপ,chupchap,,,
শুক্রবারের,sukrubarer,,,
গুছিয়ে,gusiye,,,
প্রাইভেট,private,,,
পাকড়াও,pakrao,,,
উচ্চতা,ucchota,,,
বিচারাধীন,bichaaradhin,,,
মাঠেই,mathei,,,
তর্ক,torko,,,
বুধবারের,budhbarer,,,
পেরোতে,perote,,,
করাও,korao,,,
জানায়নি,janaeni,,,
তরফেও,torofeo,,,
কর্মীরাও,kormira,,,
পুরোহিত,purohit,,,
বেজায়,bejae,,,
ব্যাঙ্কিং,bnking,,,
র‌্যাঙ্কিংয়ে,rankinge,,,
সংস্কৃত,songskriti,,,
প্রতিবেশীদের,protibeshider,,,
কমপক্ষে,kompokkhe,,,
তালিকার,talikar,,,
পাম্পে,pumpe,,,
সিম,sim,,,
ব্যাপারেও,bepareo,,,
ভাঙিয়ে,vangiye,,,
ঘটবে,ghotbe,,,
হলের,holer,,,
এটুকু,etuku,,,
বন্ধুকে,bondhuke,,,
অভিনীত,ovinito,,,
বিকালে,bikale,,,
সাজ,saj,,,
মিশ্রের,misrer,,,
ব্যাক,back,,,
এরপরই,erporoi,,,
টিভির,tivir,,,
ঘুরছে,ghurse,,,
বেতনের,betoner,,,
সঙ্কটের,songkoter,,,
গোলকিপার,golkiper,,,
কুপিয়ে,kupiye,,,
কেএমডিএ,kmda,,,
রাজস্থান,rajsthan,,,
পত্রিকায়,potrikae,,,
কামরা,kamrar,,,
প্লেয়ারদের,playerder,,,
চাঞ্চল্য,chanchallo,,,
সম্পাদকের,sompadoker,,,
এটিএমের,etiemer,,,
জাত,jat,,,
বিবাহিত,bibahito,,,
তোয়াক্কা,toakka,,,
সাকিব,sakib,,,
দূষিত,dushito,,,
ফেলছে,felse,,,
বাইকের,biker,,,
সংসারের,songsarer,,,
বাবলু,bablu,,,
বিশ্বভারতী,bissovaroti,,,
ফরাক্কা,farakka,,,
ডিফেন্স,defence,,,
সহযোগী,sohojogi,,,
এড়ানো,erano,,,
সম্বন্ধে,sommondhe,,,
স্টিল,steel,,,
বছরও,bosoreo,,,
হুসেন,husen,,,
লগ্নিকারীদের,lognikarider,,,
বস্তি,bosti,,,
সমস্যাও,somossao,,,
চকচকে,chokchoke,,,
বেঞ্চের,bencher,,,
কপিল,kkopil,,,
মেডিক্যালের,medicaler,,,
ভাঙচুরের,vangchurer,,,
নগরোন্নয়ন,nagoronnoyon,,,
অপরাধীদের,oporadhider,,,
দুবরাজপুর,dubrajpur,,,
